,text,_input_hash,_task_hash,options,_session_id,_view_id,accept,answer,meta,len,RnD,BM,Practice,Ops,MnA,Product,Enabler,CX
1141,"We're determined to win backour customers over the coming months including Christmas. The BIG W transformation journey is well underway and we believe the most disruptive points are thehalf -- are the path of the company. There are plenty of upside in this business, and we're really confidentabout",-1595734104,977251080,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Enabler'],accept,"{'meta': 'Woolworths Limited, 2015 Earnings Call, Aug 28, 2015'}",1,0,0,0,0,0,0,1,0
1142,"Postelection, Fox News is continuing to beat CNN and MSNBC combined. Adding to this strength is year-over-year growth in the important 7:00 p.m. and 9:00 p.m. time slots following recent programmingchanges. All of this underscores the underlying strength of the Fox News brand, the enduring power of itspositioning and the continued loyalty of its viewers.",-476101133,2124935492,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['CX'],accept,"{'meta': 'Twenty-First Century Fox, Inc., Q2 2017 Earnings Call, Feb 06, 2017'}",1,0,0,0,0,0,0,0,1
1143,"But the other more encouraging part is that with all the sensors that we have put in the GTFcompared to the old conventional engines, there is so much more data that we are getting. And takingbenefit of that digital effort, we would be able to be much better at predictive maintenance and therefore,reduce the cost of maintenance over the long term. So that, I don't believe that has fully been factoredinto the business cases as well.",811524085,1122625046,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Ops', 'Enabler']",accept,"{'meta': 'United Technologies Corporation, Q1 2017 Earnings Call, Apr 26, 2017'}",2,0,0,0,1,0,0,1,0
1144,"So within that broader effort, these enterpriseinitiatives take advantage of the combined company's unique capabilities and assets while helping usaccelerate our savings goals. So some examples of these opportunities include call centers, digitalizationof shared services, demand management and rationalization of our IT infrastructure. So this is a multiyear effort.",-32721944,1619160723,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Practice', 'Enabler', 'Ops']",accept,"{'meta': 'CVS Health Corporation, Q1 2019 Earnings Call, May 01, 2019'}",3,0,0,1,1,0,0,1,0
1145,"this quarter, we gave developers early access to Android O, which will focus on vitals likebattery life and performance. And Google Play continues to be a vital distribution platform for developers. An incredible 82 billion apps were downloaded from Google Play in the last year alone.",-265617715,656643452,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Product', 'Practice']",accept,"{'meta': 'Alphabet Inc., Q2 2017 Earnings Call, Jul 24, 2017'}",2,0,0,1,0,0,1,0,0
1146,"We really don't know if theseare some preelection discussion or something that has some possibility to fly. Our position is that wedo think that the only way in which Europe could cross this period in which we have overcapacity, noinvestments, lower prices, to a new period in which Europe will need new investments, the only way tocreate a framework in which the operators will decide to reinvest in Europe is to push through with anoverall European framework and not to split measures at the country level that will destroy this feature. We are working only at that level.",-449116076,-785983645,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Enel SpA, Q1 2016 Earnings Call, May 10, 2016'}",0,0,0,0,0,0,0,0,0
1147,"BarnesRBC Capital Markets, LLC, Research DivisionI hear your commentary around customer collaboration and I recognize the need to have thoseconversations. But if I'm looking at this incredible surge in volume a couple of times a year, and especiallyaround peak season, and there's only a couple of networks in this country that can handle that level ofsurge, I'm trying to understand why there has to be this level of collaboration. I mean, if the e-commercerevolution's taught us anything, it's people want a lot",-210041698,906327355,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'United Parcel Service, Inc., Q4 2014 Earnings Call, Feb 03, 2015'}",0,0,0,0,0,0,0,0,0
1148,"Mobile communications revenue isshowing a similar trend. Next, au Economic Zone index and value-added ARPA. Life design services business.",412820160,875653695,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Product'],accept,"{'meta': 'KDDI Corporation, Q1 2019 Earnings Call, Aug 01, 2018'}",1,0,0,0,0,0,1,0,0
1149,"The first one was to get your thoughts on Tanzania LNG. I saw that you wentnonconcerned [ph] on the last exploration well with Statoil, and didn't seem to be featured on any of the 4projects you highlighted on the slide in the Analyst Day. Just wondering if this is something that's kind ofdropped to the back of the queue, whether you've deprioritized in this kind of this environment and withyour CapEx cutbacks.",-1530352486,498551230,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Exxon Mobil Corporation, Q1 2015 Earnings Call, Apr 30, 2015'}",0,0,0,0,0,0,0,0,0
1150,"So let me now turn to the opportunity. Vittorio will provide you with a detailed overview of thetransformation we aim to achieve in customer experience relative to our peers, and along with it therelative revenue opportunities from our new Digital Vodafone program. So on this side, I would just focuson the potential to maintain our recent progress in reducing absolute operating costs.",-686819984,837959934,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Enabler', 'CX', 'Ops']",accept,"{'meta': 'Vodafone Group Plc, H1 2018 Earnings Call, Nov 14, 2017'}",3,0,0,0,1,0,0,1,1
1151,"that is a long-term issue, but we've certainlyseen a little bit of impact, both from our finance transformation and also in some of the work we've donewith our new ordering platform. But again, in both cases, we think that they are short term, and we'reworking through them.",1009024556,548873861,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Ops', 'Product', 'Enabler']",accept,"{'meta': 'Sysco Corporation, Q4 2019 Earnings Call, Aug 12, 2019'}",3,0,0,0,1,0,1,1,0
1152,"Top line growth continuesto be muted as a result of our selectivity and currency, but GP has a very solid development. And togetherwith the improved conversion rate, we have been able to really improve the EBIT by 57%. With a 2.8%EBIT margin, we are now heading back into the right direction, but we know that we still have some wayto go.",477014936,979890236,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Deutsche Post AG, Q2 2018 Earnings Call, Aug 07, 2018'}",0,0,0,0,0,0,0,0,0
1153,"SFC to revenue ratio going down 40 bps. I tell you that the effort of cost, on cost, ismuch higher because at the same time, as we decrease the total cost, we keep investing in digitalizationand in services and on EcoStruxure. And this is due again to the model that we have of integrating oursales force, integrating the supply chain, integrating the back office, which is delivering mutualization andglobalization gains.",1985553595,154216873,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Enabler', 'Ops', 'CX']",accept,"{'meta': 'Schneider Electric S.E., H1 2017 Earnings Call, Jul 27, 2017'}",3,0,0,0,1,0,0,1,1
1154,"You remember hurricane, an very important cost for us. Butat the end, the EBITDA is growing 1.4% and the margin is better thanks to the transformation plan weaccelerate. I just want to remember -- to remind you, EUR 30 million of savings this year.",1135271942,-475850575,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Enabler', 'Practice']",accept,"{'meta': 'Orange S.A., 2017 Earnings Call, Feb 21, 2018'}",2,0,0,1,0,0,0,1,0
1155,"Inthe U.S., we've also expanded the lump sum offering of our legacy variable annuity product, and we arepleased that we exceeded expectations with a reduction of USD 1 billion in account balances in the first 6months of the year. And third, the continued investments we're making in improving efficiency through the digitization of ourcore businesses. In the U.K., for instance, we're upgrading 2,000 customers every day from our backbook onto our digital platform without requiring any manual action.",-661554949,1593429290,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Ops', 'Enabler', 'CX']",accept,"{'meta': 'AEGON N.V., Q2 2015 Earnings Call, Aug 13, 2015'}",3,0,0,0,1,0,0,1,1
1156,"So we're not going to talk a lot about that today but we're thrilled with our opportunity in the autoplatform in terms of our product, our service on both the claims and CRM side, our retention and ourbrand. So putting all those components together, we feel very positive that we have a lot of opportunity onthe auto side.",-1847991941,-359868906,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Product', 'CX']",accept,"{'meta': 'The Progressive Corporation, Q3 2017 Earnings Call, Nov 03, 2017'}",2,0,0,0,0,0,1,0,1
1157,"And soI was hoping you could give us some color on how much transformation you expect in the FICC capitalstructure and the expense structure of Fixed Income for your business. Harvey M. SchwartzFormer President, Co-COO & CFOWell, first and foremost, I'd say the thing that drives the strategy is not digitization in and of itself , it's howwe engage our clients.",961351465,-464357172,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['CX', 'Enabler']",accept,"{'meta': 'The Goldman Sachs Group, Inc., Q1 2016 Earnings Call, Apr 19, 2016'}",2,0,0,0,0,0,0,1,1
1158,"Movistar Home smart device will be available from mid-November in Spain through AURA, reinventing theexperience for users who will enjoy the possibility of managing by voice the contents of Movistar+ as wellas communications and home connectivity. TELEFÓNICA, S.A. FY NINE MONTHS 2018 EARNINGS CALL |  OCT 31, 2018  a division of",1536525588,-1442948661,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['CX'],accept,"{'meta': 'Telefonica, S.A., Nine Months 2018 Earnings Call, Oct 31, 2018'}",1,0,0,0,0,0,0,0,1
1159,"I'd like tothank all parties involved for the constructive dialogue that we have had in these past months. Also the other transformation programs remain well on track. The central IT team in Madrid, is reachingthe scale needed to support a Model Bank and is preparing now for a rollout into the first challengingmarket, which is the Czech Republic for us.",1861413735,-1821566266,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Enabler', 'Ops']",accept,"{'meta': 'ING Groep N.V., Q1 2017 Earnings Call, May 10, 2017'}",2,0,0,0,1,0,0,1,0
1160,"S&P Global Inc. 5Finally, we have consistently invested in technology and strengthened the core functions of the bank. These include investments in the digitization of the bank, investments in AML and cybersecurity to protectthe bank and our customers. As we continue to execute our strategy, the bank will be better positioned forconsistent long-term growth and improve shareholder returns.",411920857,2025893831,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Enabler', 'CX']",accept,"{'meta': 'The Bank of Nova Scotia, Q1 2019 Earnings Call, Feb 26, 2019'}",2,0,0,0,0,0,0,1,1
1161,"It comes from Chris Wetherbee of Citibank. Can you give us asense of scope of the transformation plans beyond the VRP? Does it include operating methods approachto pricing and capacity?Scott A. PriceSenior VP & Chief Strategy Transformation OfficerThanks, Chris, for the question.",860198268,-258990196,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'United Parcel Service, Inc., Q2 2018 Earnings Call, Jul 25, 2018'}",0,0,0,0,0,0,0,0,0
1162,"stuffthat's really related to the operating units?David Lawrence HerzogFormer Executive VP, CFO & Principal Accounting OfficerThat is primarily corporate-related, governance-related activities. There are -- there is some amount ofregulatory in there, obviously, and there's a portion of finance in there, but we do push down quite a bit ofexpenses.",1981306653,-178502583,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'American International Group, Inc., Q3 2015 Earnings Call, Nov 03, 2015'}",0,0,0,0,0,0,0,0,0
1163,"In addition, our full suite of brands was included in DirecTV Now's November launch, and we expect thefull suite to be included in the wave of emergent DMVPD services, including as previously announced,Hulu's live and on-demand service, which launches in the next couple of months. These agreements with both established distributors and new entrants move us forward on anotherstrategic priority, driving a more compelling user experience for our customers.",1515298723,-1526261711,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['CX'],accept,"{'meta': 'Twenty-First Century Fox, Inc., Q2 2017 Earnings Call, Feb 06, 2017'}",1,0,0,0,0,0,0,0,1
1164,"New Zealand had a solid result with good growth across lending and deposits, a gain on the sale toPaymark and lower impairment charges. We've been using New Zealand as an innovation incubator andare beginning to import some of their success, particularly new ways of working in our core product andtechnology areas. Now turning to the balance sheet.",145252495,-337516011,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Practice', 'Product']",accept,"{'meta': 'Westpac Banking Corporation, 2019 Earnings Call, Nov 04, 2019'}",2,0,0,1,0,0,1,0,0
1165,"Our team has done an excellent job of identifying adjacent industries and targeting underservedcustomers. With consistent growth for over 2 years and following the completion of our Europe components ERPimplementation, the segment has now delivered 8 straight quarters of year-over-year operating marginimprovement. Our enterprise computing solutions",-680355181,-1561997481,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Ops', 'Enabler']",accept,"{'meta': 'Arrow Electronics, Inc., Q3 2015 Earnings Call, Oct 28, 2015'}",2,0,0,0,1,0,0,1,0
1166,"As usual, we will start with a review of ABB's results, and then I will provide abrief update on our 2018 agenda. Let's look first at Slide 4, which gives an overview of how we havecontinued to deliver on our strategy to drive profitable growth, relentless execution and business-ledcollaboration. In the third quarter, both total orders and base orders were up in all divisions and regions.",-752811880,-1885931850,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Enabler', 'Practice']",accept,"{'meta': 'ABB Ltd, Q3 2018 Earnings Call, Oct 25, 2018'}",2,0,0,1,0,0,0,1,0
1167,"Now in addition to the music company, we also made a significant substantial investment in Supercellduring the quarter. Supercell is the world's largest standalone mobile games company, with a proven trackrecord in developing games that can deliver innovative game play and long life cycles. We are extremelyexcited about Supercell joining our global network of gaming partners.",1626832280,868341101,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Product', 'CX', 'Enabler']",accept,"{'meta': 'Tencent Holdings Limited, Q2 2016 Earnings Call, Aug 17, 2016'}",3,0,0,0,0,0,1,1,1
1168,"It is, as we've said before, a massive project. We're putting the entire system in on a common ERP system and refranchising the territories one salescenter at a time to make sure that the capability that we build continues to grow and that our customersare well served in the process. And we're pleased with the progress.",-1069698462,1447316178,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Ops', 'CX']",accept,"{'meta': 'The Coca-Cola Company, Q1 2015 Earnings Call, Apr 22, 2015'}",2,0,0,0,1,0,0,0,1
1169,"Gerard S. CassidyRBC Capital Markets, LLC, Research DivisionYou guys have made great progress with the penetration of the mobile banking app that you've created aswell as online banking. And you can -- you showed us that your branch count is down over 100 brancheson a year-over-year basis.",-1429799589,338106445,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['CX', 'Ops']",accept,"{'meta': 'JPMorgan Chase  Co., Q2 2015 Earnings Call, Jul 14, 2015'}",2,0,0,0,1,0,0,0,1
1170,"So as wethink about cost savings, it's really disciplined on an enterprise basis, which would include our corporatefunctions. As we think about our operating model optimization efforts, whether that be in finance ortechnology or HR, clearly those will be enterprise-wide as well. So as we think about these are reallyholistic programs where we expect the benefits to have an impact not only within the segments, but alsowithin our corporate expense line as well.",1846730516,1770560074,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Ops', 'Enabler']",accept,"{'meta': 'McKesson Corporation, Q4 2019 Earnings Call, May 08, 2019'}",2,0,0,0,1,0,0,1,0
1171,"When you get to Europe, Europe is a challenging market. We have made a lotof progress with our transformation plan. I think the share improvement is very, very encouraging.",-291715700,810517595,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Enabler'],accept,"{'meta': 'Ford Motor Co., Q1 2015 Earnings Call, Apr 28, 2015'}",1,0,0,0,0,0,0,1,0
1172,"Research DivisionBut you do see some improved matching statistics, for example, on your dashboard. Jacques van den BroekCEO & Chairman of the Executive BoardYes,",432118681,-370755855,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Randstad NV, Q1 2019 Earnings Call, Apr 24, 2019'}",0,0,0,0,0,0,0,0,0
1173,"'re nowat a place where we have almost 4,000 customers in ERP SaaS.",278223973,-134883556,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Product'],accept,"{'meta': 'Oracle Corporation, Q3 2017 Earnings Call, Mar 15, 2017'}",1,0,0,0,0,0,1,0,0
1174,"In the Corporation side, we maintained efforts in implementing lean processes and ensuring ourcommitment to reduce cost by 9% in 2020. I'd like to highlight the achievements in the digital side, indigitalization with more than 130 initiatives and 1,000 professionals involved, allowing us to obtain in2019 a positive impact in cash flow from operations of more than EUR 150 million through projects alreadyimplemented and under implementation. Furthermore, we are working on additional initiatives that are in preliminary stages that we are confidentwill generate additional positive impacts in 2019.",-1042407915,-882736870,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Enabler', 'Ops']",accept,"{'meta': 'Repsol, S.A., Q1 2019 Earnings Call, Apr 30, 2019'}",2,0,0,0,1,0,0,1,0
1175,So we've got about 90% of our affiliate fees at Time Warnerin 5 networks. And we think they add a lot of value to consumers and have the kind of programmingthat people love on demand. That's basically our view whether the question is smaller bundles or VODpackages.,1218080250,886548990,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['CX'],accept,"{'meta': 'Time Warner Inc., Q1 2015 Earnings Call, Apr 29, 2015'}",1,0,0,0,0,0,0,0,1
1176,"I think you'd better have a goodroad map, how you reduce and how you bring new building material solutions for the years to come. So I know we are in communication, maybe you sometimes have the impression we are -- we don'tcommunicate enough and I would agree to that, and we'll try to improve that in the months to come.",392775837,859577015,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'LafargeHolcim Ltd, H1 2019 Earnings Call, Jul 31, 2019'}",0,0,0,0,0,0,0,0,0
